"x" "y" "z" "u" "v"
-1.09460111593106 4.7638175033524 0.556454646843308 -0.700833078110991 7.76345112621612
-1.72356731413645 -3.00996929765497 1.810217896555 -1.09779602414261 3.84048366621196
-0.732736292416664 -4.70661362243682 3.69730078960063 -2.98786180140506 -1.40489617807022
-1.35942464556918 -10.8450187099178 2.92109464493177 -2.76669374889104 0.595604607668463
1.38193217262229 0.651673254488439 -3.10902485722256 2.67230585681204 0.0263826855849988
2.01398039559126 4.2860441746455 -1.64805839331069 1.87046569882257 -5.08916759126715
-0.448924014024551 -2.0095736758962 0.151870988722536 0.594950206581732 -2.46181000777602
-0.350884964206688 1.35433878532696 0.136863639056222 -1.62151270319752 -2.01287661266676
1.60211222017955 2.48641069916976 -2.06561061417366 1.68874590727328 -1.72421741719725
-0.765669358754133 1.65058827448851 2.12584077053243 -2.10663213216742 2.64680527846098
1.44397220562093 -5.50932082514275 -3.14239527277548 3.74292118672416 2.93151479452832
0.637632117715128 -3.36881569864167 -1.01674911496336 2.7211379866399 -0.813617269920461
0.808832743668447 7.30124978250887 -0.444487933024721 1.04691918327631 -0.489807847510619
-0.190720374901106 3.72568709142191 1.13556590603538 -0.673896962077332 -1.51988865326744
2.57465608571944 0.885285695808714 -4.10224689532563 4.39097896600305 -3.15249071390802
3.41221203480149 9.20143945800595 -5.18619923576961 4.87131059950629 -7.54859271859396
-0.864785010629731 -1.42221297500524 0.984546666228145 -1.36338833300635 0.302667500275125
0.463752670515234 -4.48122066379778 -0.634384592456415 1.24626804925107 -7.96051524568072
-2.12957371225046 2.6731361052816 5.00910375015335 -3.99869056088122 -3.65121569268366
1.44083941818066 0.450116512569567 -3.07123494364754 3.47771107543535 2.07636475542997
-0.378017460153016 3.1647899007699 0.460875371481007 -0.900748223926418 4.46580904451623
-2.70529575535516 1.60682471569776 6.78526218505453 -6.33757170340687 -2.56414370702401
0.832006601771835 -1.92339670804977 -0.112617262793585 0.353964588425419 -3.02689853176453
3.77204769930965 -1.32975470483287 -8.82434804830062 7.89363341464967 -0.372928126564055
0.368372697962911 -2.13846303631157 -0.421970131742531 1.04678099887963 -1.22210402416014
1.0551277593022 -2.12676701330088 -1.74192562211737 1.49193328537623 2.42605801882983
0.8214452415772 -1.6776301298988 -0.969302849273237 0.10003829643983 -3.11956907769156
0.00519465755288053 5.19585657174946 0.533658109743747 -0.593709883649982 -3.26849220126222
-0.369085190522019 -1.49092658087056 -0.348211390845989 0.562756864610869 -1.94178130680719
-0.0994866513450677 -1.77944627874584 -0.441791821069812 -0.864491257969846 -1.54167974508128
-0.666006226033329 0.500760517799277 0.152651325382028 -0.135877937351883 1.02414886236118
-0.293099623931811 1.36141875620565 0.304775453278842 0.383151533971412 2.39541428141779
-0.224958110672051 -6.44845349259671 -0.317176065194147 0.772034254002323 3.58923344619137
0.578661858212037 -3.55361348758752 -0.397352756145289 0.834008840888732 -4.27431732871961
0.974115856638579 -4.94317117471815 -3.19034984428393 2.87913318198527 -0.0415118309978977
-1.63680854430358 5.16909839467447 3.20122112780043 -2.96358660199876 -3.74361580826265
0.709791236257279 -6.94681390475602 -3.83033896511978 4.21926253174364 1.4683472019773
0.560363224427204 -1.54427555977735 -0.460744424739053 0.689158356152042 -2.96171559677755
-2.94176846120851 -2.21144229082814 7.81548279097561 -7.53690405601185 -5.18192659848839
1.47335019996253 4.43470509661464 -3.74584812353838 3.06427976601395 1.28220685577626
-0.215358766813156 3.08601515312784 0.742615444547159 -1.71769347322289 -1.44721518582061
1.84510300428388 12.6890935142401 -4.46843461494737 4.4730716973276 -3.13820578389907
-0.337561382786399 6.04608369738286 1.76067250444429 -1.85046118129072 10.1878567875945
0.0710575694846262 -0.580937650327596 -3.29429461789999 3.11835560458392 5.58899928371147
0.953050054183245 0.318899537165178 -0.975814703771929 2.90712659153533 -0.080177638435914
-0.786050567515163 -3.82560711049083 0.787591380369865 -0.0167896289299143 5.17278589837456
2.07556140796869 -1.31651561915881 -3.95763357694875 2.09838994704402 2.15084449065864
1.90125462286874 -2.81264222738521 -4.89602321676012 5.26592687974122 2.69920353513198
-0.0807620417048106 -1.29411742869446 -0.756633821093173 0.175095273185861 -2.11812007057227
-0.237357891756822 3.59237005944796 0.00590791711746186 -1.11091458346839 7.27292155231997
0.416197255317286 -13.1908790732498 -1.92865052991192 2.83474162665415 5.5595741651095
-0.676488168542396 2.9801674648132 -0.268381623264065 -1.89640525842138 3.66637272856996
3.70011955112995 6.56201032136926 -5.15442623628838 4.43431237472524 -2.76444011820948
0.165322787265766 2.30294549892472 -0.0278814450324757 -0.00512158343046175 -1.05477257347053
1.07564309789928 -2.63138656173532 -4.31816439293147 3.83552488966402 3.0704853466429
-0.428077828067679 -0.0452064406015336 0.733561512855524 -0.15665906391992 -2.63251197539228
-1.31546990071794 0.0491753725730492 2.18027118565352 -1.89573341542818 3.15563411795002
-0.228333486089618 1.86456814530506 -1.09189590735457 0.0798780140155504 2.19559460310298
-0.516998051279257 -0.684505723184776 0.0277141163753164 0.783487124033864 0.843675414133538
0.520112224319413 0.304954917330135 0.364250053491207 0.167385854829279 0.299497961908691
-0.0460983837463898 -3.59012185388395 0.0793604804246943 1.06914981682572 -5.97075184518825
-0.109383257857387 5.30260785216907 1.31501411667628 -1.0326200352652 0.27839774302391
0.903402988521485 1.75671802759118 -1.23954715906363 2.37855856098638 -0.823386178631898
-1.2051001210277 -10.2780827644695 1.30892399073366 -0.358054717125807 4.83808249724549
-0.998694087016065 -1.17615441473497 0.324795666918883 -0.727085200359097 3.39034702729591
-0.835053377250298 0.0283832775996247 0.740610464775215 -0.00652593043404948 -0.388281810883068
1.54725169953712 -0.694640146735514 -3.40731445125803 3.14865836642734 4.89561464753542
0.055506192068476 -1.109182737068 -0.743432046025192 0.430664315128703 -0.655211474460984
0.597612830893266 3.25061913583463 -1.43011313260835 1.91684722710293 -2.00472675324622
3.83173694884587 4.6591488212876 -8.4715588842892 7.07079841100004 -0.065573016043183
0.879374366594476 -0.677004520629505 -0.439759641421887 1.48065856533618 -2.71956395314066
-0.687599679791624 0.539275409046552 -1.08077777968397 -0.41180668200708 -0.148877675809128
-1.33277683255416 -4.50635074939007 2.85667301679619 -3.34431824893289 -1.32803202083049
-2.88570471278332 -6.38681832023457 7.38124288591406 -5.9547100897472 -1.65213818019281
2.45704014702083 -0.275490894813196 -3.19608286370421 3.37233962305214 1.72720611253403
-1.27550512184176 4.48876892775136 0.470324067175703 -0.58586800853368 6.96477991480404
1.49606325248908 -5.60843511656069 -1.79192667350978 2.77778000028629 0.361215354270043
-2.14186119127249 -6.35881094947959 2.66718363413079 -1.44450288465083 -1.23017376138097
-0.538894612442134 -3.50063836385132 1.84472058540131 -1.74129175066193 -2.44904448716616
